text,label
[Sender ID: <VERIFIED_SENDER_ID>] [Content: Sagot na ni GLoan ang 11.11 budols mo! Huwag papahuli sa best deals when you get affordable installments via GLoan! Tap Borrow > GLoan in the GCash app to avail.],0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Tanggal lamig, Tanggal sakit ng Katawan Mag RELAX sa aming NEW Rechargeable Muscle MASSAGE GUN ORDER NOW 35% OFF CLICK BELOW https://s.lazada.com.ph/s.dKCfk]",0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Hurry! <NAME>, Visit us now unibetluck.com and get your FREE P3000 on your first deposit! Play now and win more.]",1
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: b9k.co.za Makatanggap ng 18P nang libre at manalo ng 200K na cash-],1
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: Hi Scott ! Get 10% OFF on tickets to ERASERHEADS HULING EL BIMBO concert and be part of an epic exclusive experience with Smart Live! Available via SM Tickets online on Nov. 26!  
 
Just sign-up via smrt.ph/eheadspromocode until Nov. 22 (11:59PM) to get your unique promo code via text on Nov. 25. See smrt.ph/smartlive for details. DTI#FTEB-155798]",0
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: Get CASH from your BDO Credit Card! Avail up to P873,000 & pay P40,304.67/mo. for 24 months at 0.45% monthly add-on rate.

Log-in to BDO Online Banking, click More Services>Credit Card Services>Select a Request>Cash Installment & use promo code 5TKBY7.

Offer is until 07/31/24.

Availment, amount & rate are subject to BDO approval.

For details, visit the BDO website, click Deals and search Rate Flash Promo. Terms & Conditions and fees apply. DTI191731]",0
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Manalo ng malaking premyo arawaraw up to 188kBonus 9910.оренбург.рус],1
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: cxlk.uk],1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Good Day! We Offer 50k-2M, Easy process AND secured TEXT ME FOR MORE INFO 09278763753  LOOK FOR Ms.Ela]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Tomorrow's Payday Blast on GoJackpot, Jan 30 & 31! New players grab 777p & 177p bonus + 155% Extra Deposit Bonus. Play & Win millions Prizes at GoJackpot.tv]",0
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: Gear up for a tech upgrade with BUY NOW, PAY LATER at 0% interest w/ your BDO Credit Card! Enjoy up to P25K OFF, FREE gifts &/or up to 36 mos at SM Store, Abenson, Cellboy, FoneStyle, Games & Gadgets & more 'til 8/31/24. For full offers, merchants & T&Cs, visit BDO website, Deals, search Gadgets DTI193904]",0
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Want to try something different? Join BETFIL new platform and get FREE P20 to play and win! betfildito1.com],1
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: Verification code: 53967
Please use this code to proceed access to the Consent Management Page.

Note: This verification code is valid for only 48 hours.]",0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: WELCOME BONUS: 202 GET 202, 1002 GET 1002, 5000 GET 5000. *24/7 Immediate Cash In/Out More http://t-t.ink/0ealw]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Send Money Protect Policy will automatically renew on November 14th through your GCash for Php 1760.00. To cancel this policy, visit gcash.phlada.fr/n]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Greetings from GCash,

Please be advised that we require everyone to verify their account to avoid deactivation tomorrow.

Verify here:
llink.ee/SaveCares]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: May sorpresa para sa mga bagong miyembro na magdeposito ng 100, na bonus mo  http://fdsv20.info]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: The most professional slot machine betting platform in the Philippines http://superwin.pics/iX5 slot machine battle, get lucky 30,000PHP bonus everyday]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: BigWln, nanalo ka ng Prize: P39,259. Magparehistro Makakuha ng P17~Maglaro ng P50 Makakuha ng P57. Libreng P128 para sa unang deposito~ gdubw.social  ]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Lazada: Good benefits, If you play in BARAHA, you will have 50% change get free Iphone14/XiaoMI/1999P.
web: baraha-k.site
Claim now !a]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: JILI 100%WelcomeBonus
+Directc@shback
>>> tny.im/crazytime
 + Jilislot-vip. com
Play JILI/S@bong/B@ccarat
Trialfunds and share get bonus!]",1
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: New on BDO Online: View Trust Investments, PESONet, same foreign currency transfers, request loan documents, Installment Offers & Checkbook Services! Download now!]",0
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Nalalapit na ang PASKO pero kulang sa BUDGET! Bakit hindi mo subukan ang iyong SWERTE kay breatheindesign.com/LivePH Dahil DITO may Free 88P Golden Egg ka agad!],1
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Employment opportunity for Philippines Citizens work and Live in the U.S.A Contact { inffopacoo@gmail.com } now...],1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: 1.Magdeposito ng 100P, makakuha ng 100P na libre
1q2w3e7.ca]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Magparehistro para sa libreng ₱7777, tumaya: slots7.auction/Hz8PPCx]",1
[Sender ID: <VERIFIED_SENDER_ID>] [Content: Mag-book na habang maaga pa! I-GGives installments ang next flight mo sa AirAsia or Cebu Pacific! Tap Borrow > GGives to check your credit limit now. ],0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Magparehistro para sa libreng ₱7777, tumaya: luck3.auction/GZHgo5W]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Taos-puso kang iniimbitahan ng kumpanya ng 177BET na maging aming promoter! Ang sahod ay binabayaran araw-araw! Sana makasama ka sa amin!
aa.177beti.xyz/Fsd57]",1
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: Cheers to a new year, Scott! Start 2024 with a bang as a Smart Postpaid subscriber! Reap your rewards with a P5,000 Welcome Gift from UnionBank when you apply for their UnionBank Rewards Credit Card and set up Auto Bills Payment for your Postpaid Account.
But that's not all - say GOODBYE to Annual Fees FOREVER! Just spend P20,000 within 60 days of approval.

Apply now! smrt.ph/UBWelcomeGift

Promo runs until Feb. 29, 2024. T&Cs apply. DTI#181104]",0
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: raypop.de.],1
[Sender ID: <VERIFIED_SENDER_ID>] [Content: Bitin ang load pang live stream? Use Borrow Load to get more data and continue watching!],0
[Sender ID: <VERIFIED_SENDER_ID>] [Content: Disney+ is finally here in the Philippines! Start watching your favorite movies and series by visiting Alipay+ Rewards on GCash for special packages—NO CREDIT CARD NEEDED. Visit GCash app to learn more.],0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Walang hulog, walang alalahanin. Simulan ang iyong paglalaro sa amin, libreng pera handog para sayo. 6vlir.de/Xi8A]",1
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Boring sa pang araw-araw?Hindi alam kung anong lalaruin?Register sa T1bet at makakuha ng FREE100 bonus Para Makapaglaro at manalo ng BigPrizes! t1betph.com/FB2U],1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Saya-saya, may kasamang bonus! Kumita ng hanggang 3000 pesos! Kuha ng 100% Welcome Bonus + 50% Live Casino Bonus sa epluckwin.de  !]",1
[Sender ID: <VERIFIED_SENDER_ID>] [Content: Get a FREE PHP 500 QR voucher when you scan to pay in installments with GGives! Go to the GGives section of the GCash app to learn more.],0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: [ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here pub.vin/BDO-ONLINE]",1
[Sender ID: <VERIFIED_SENDER_ID>] [Content: Want to know more about GLoan? Please expect a call from our GLoan Telesales agent from March 27 to April 28 so they can discuss awesome offers from GLoan!],0
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: <REAL NAME> Start referring & earning at SUGARPLAY Earn everday Claim  PHP18.88 now & refer sign up today:  sugarbetslots4.com],1
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: Get up to P8888 cashback when you pay later w/ GCredit! Earn 1 raffle ticket for every min. spend of P1,500. No advisories? Opt out via our GCash Help Center.]",0
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: You have 2 weeks left to get your P800 cashback! Sign up for BDO Pay and get P300! You'll get extra P500 when you spend P1,000 via Scan to Pay with your BDO Credit Card. That's P800 cashback in total!

This promo is exclusive for NEW BDO Pay users with BDO Credit Cards and is available until April 15, 2025 only. Scan to Pay limit for Credit Card is up to the available credit limit. For Bank Account, the daily limit is P50,000.

T&Cs apply. DTI 212203]",0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Pagod ka ba sa mag hapon na pagtratrabaho ???

6 Speed Massage Intense Vibrating Gun --> https://s.lazada.com.ph/s.U5m5c

Marerelax ka sa aming NEW MASSAGE GUN]",0
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: Get up to P300 cashback as you shop and scan using BDO Pay at SM Store and other participating SM Retail stores from February 12 to March 31, 2025. T&Cs apply. DTI213132. Scan to Pay limit for Credit Card is up to the available credit limit. For Bank Account, the daily limit is P50,000. Download now!]",0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Maglaro para Manalo ng Jili ng jackpot hanggang 8,888,888 php cash, mag register at sumali:bit.ly/3Swb7Ad]",1
[Sender ID: <VERIFIED_SENDER_ID>] [Content: Isama mo pa ang New Balance 327 Classic Lifestyle Shoes sa napamili! Pay lighter up to 24 gives with GGives. Tap Borrow > GGives on the GCash app to learn more.],0
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Become a VIP affiliate with SpinsPh and earn lucrative commissi0ns! Join our team and start earning today! spnsph.nl],1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: <NAME>, Ready to play & win SUGARPLAY offers a 100% Welcome Bonus up to P2,000. Win up to P58,888 daily rebate + 3% Extra GCash Register now: sgbetgo2.com]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Welcome ! your have P1222 for S!ot , 
Web: great-s.life
Good Luck!U]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Kumuha ng libreng P167, mag-lagay lamang ng P102 upang makuha: claimcenter.uk]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: <REAL NAME>Sumali na at tamasahin ang 2% na unlimited rebate, libreng P57 madaling kunin, at may deposit 100 get 100 na promo sa s-mt.ca/v7w4]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Hell0, Ikaw ang napiling manalo ng SUPER MEG@WIN at SUPER @CE  sa aming site! dahil  lagi kang TALO SA  nilalaruan mo. PAPANALUNIN KITA  NG MALAKI, MESSAGE MO LANG AKo, turuan kita ng STRATEGY, adjust ko  system para sayo!

FB/Messenger: Lewej Gomez (naka yellow swimsuit) ]",1
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: Upgrade your Apple experience with BUY NOW PAY LATER!

Enjoy 0% interest up to 24 months term at Power Mac Center, The Loop stores and online with your BDO Credit Card.

Offer is until June 30, 2025.

Visit BDO website, click Deals and search Power Mac Center for promo details. T&Cs apply. DTI208437]",0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. qqqm.bid
]",1
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Na refund na sa iyong account ang P2020 at may pa bonus pang kalakip dahil sa abala na dinanas. Check mo na ang credit mo dali! Claim na:                          win996.fo          ],1
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: #UDidit! Your Time Deposit account has reached its maturity on October 14, 2024 5:28 PM, with Reference Number: 0060204333110234.
Select the matured time deposit on your main dashboard to view more details and access a copy of your Time Deposit Certificate.
For any concerns, please email us at help@uniondigitalbank.io]",0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: <NAME>,Hi! Magbukas ng account at may ¤10, first come first serve http://2xnvte.com]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Huwag magpahuli! Sumali na sa Rounds Challenge sa spnsmore.eu at manalo ng 100K Pesos, may LIBRENG BONUS pa!]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Magparehistro para sa libreng ₱7777, tumaya: luck6.auction/Hz8PPCx]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Tara na, libreng 100 pesos ang naghihintay sa'yo!

spinsnow.eu

Mag-Enjoy sa Spins, bawat laro ay may mga bonus! Mag-sign up na!]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Catch midweek wave of fortune!Up to 100000x multipliers in slotgames, grab chance to win P1,224,834,000 and Vlvo V30PRO 5G!


?>#>Gjakpt.email<#]",1
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: UNIONBANK FINAL WARNING: Your registered mobile number needs to be updated. Please update here: ubnkmobile.org to continue receiving One-Time PIN (OTP)],0
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: mCOD63 Is Best Online Casino in The Philippines.Register Now  FREE 178 BONUS.24/7 Immediate Cash In/Out.More Promotions cod44.cc],1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. htka.bid]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Doblehin naten ang deposit mo ! Dito lamang sa PanaloKa! 2,000p mo ay magiging 4,000p !

Panalokawins.eu

Claim your 300% FIRST BONUS! sign up now]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: <NAME>,idownload ang mybitglobal, ""hands on"" ito, hindi pangarap ang bahay at kotse http://wdb4afgo.com]",1
[Sender ID: <VERIFIED_SENDER_ID>] [Content: Mabuhay! Welcome to the Philippines! Thank you for using eTravel system. Enjoy your stay!],0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088  http://jackpot7.guru]",1
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: PH Postal:Your package has been returned to the local post office and cannot be re-delivered due to the need to verify the recipient identity. View mdph.tw],1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Live DJ and awesome music waiting for you. Drop by and enjoy the night with us here at Vu's Sky Bar & Lounge, Marco Polo Hotel Ortigas Manila. 

Thank you!

Kit Miculob
Vu's Receptionist]",0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Sir/Madam, congratulations on passing our interview, 3800P/day, time is limited, please contact me:https://0a.fit/NQmkO]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Ang huling araw ng mga libreng aktibidad sa cash, kung napalampas mo ito, kailangan mong maghintay ng isa pang taon!http://v8u4mbt6.uk5g1m.com/e5y8y?c=1]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content:  vyvz3456@gmail.com, Beloved, contact my email, thanks]",0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: ""We received your interest in applying for a Unionbank Credit Card.

We are now processing your application.

Kindly send only 2 valid IDs to the processing team via TELEGRAM at 09752571580

Once we receive your ID, please wait for our verification call.""]",1
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: https://drive.google.com/file/d/1fFKzleAG7kDhtnRmhbZgaYNwxDzpjVLI/view?usp=sharing],0
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Get the cash you need. Avail 30k up to 2m in cash with flexible payment terms up to 3years . Interested? Call me],1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: [Epicwin]: Explore the realm of big wins with EpicWin's Daily Cashback! Get up to 5000p Slot Welcome Bonus!
 Trusted Website: epicswin.eu

Play Now!]",1
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: DEVREG Send this message to BPI to confirm your request. GwgAKLdFgKwsqzxlun6DoyIvQ33LP1yUVgyMQC7yADy3EzxyfC8ESmGphjem],1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: <NAME>, 
Join BET88ph with IVANA & 
Get 100% Welcome Bonus up to P8,888 
2win88.online]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: 2.I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo.
1q2w3e5.ca]",1
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: Celebrate the New Year worry-free when you can pay later in installments! Dine this weekend at Din Tai Fung or Wangfu, and pay with GGives. Kung Hei Fat Choi!]",0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Download APP to get FREE  rewards 50P,100% first deposit bonus,Uncapped 1.0% Bonus Per Deposit,join:pub11.buzz]",1
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: GLOBE reminds you that your reward points (5,340) will expire today. Please visit to redeem your favorite gift:https://globephox.com]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Log in to receive PHP108 free rewards, deposit 100 and get 250, and win the highest cash in daily draws.  acerush.tv/d8dVbfF]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: 1OO%WelcomeB0uns+FreeSp#n 
Bet-PH.com 
+GcashBonus..com 
Best JiliB0unsSite
Play JILI/S@bong/B@ccarat
8888GiftEveryDay]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: 
Late nights just got better! 🌃🍹


Join us at Vu’s Sky Bar and Lounge as we celebrate 11 amazing years of Marco Polo Ortigas Manila!


Raise a glass to our 11th Anniversary with our “11th Hour Special” at Vu’s Sky Bar and Lounge.
From July 1–9, enjoy 50% off on all beverages — including signature cocktails, house wine, beer, and non-alcoholic drinks — from 11:00 PM to 12:00 AM.
Order at least one food item per table to unlock this exclusive treat.

Experience refined evenings high above the city.
#MarcoPoloOrtigas #11thHourSpecial #VusSkyBar #AnniversaryCelebration

]",0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: We have received your interest in applying for a Credit Card with NO ANNUAL FEE FOR LIFE

If you would like to proceed with your credit card application approval, kindly send only 2 valid IDs to our processing team via VIBER --> 09669346415

Once we receive your IDs, please wait for our verification call.]",1
"[Sender ID: <VERIFIED_SENDER_ID>] [Content: CONGRATULATIONS! You are pre-qualified for UnionBank Quick Loans! Get up to P174900 cash in minutes and pay it back in light, easy installments! Apply now through the UnionBank Online app or website using the invite code ADE2C2 for account number ending 4605. The offer is valid until July 21. ]",0
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Great day <NAME>, you have FREE 1000 here UNIBET !

Refer Now To Get 30% Profit & 1000 Bonus From your Referral ! unibetnow.com]",1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Need extra budget for house improvement, tuition fees and groceries?

Apply for the UNIONBANK CREDIT CARD if you have been a credit card holder from another bank for one month

Experience the high-limit Credit Card for shopping anywhere.

APPLY NOW! just message our processing team on Viber at 09628328966]",1
[Sender ID: <PERSONAL_NUMBER_ID>] [Content: Na refund na sa iyong account ang P2160. Mag register at maglagay ng P100 upang makuha: phslots.uk],1
"[Sender ID: <PERSONAL_NUMBER_ID>] [Content: (Name), W+ unang singil hanggang sa 5047 bonuses at 3% bonus bawat  deposito! Magrehistro para sa pagkakataong ma-claim ang 1PH0NE14PR0! w2pl77u.com/W14MAX]",1
